State/UTs_Code,District_Code,CD Block_Code,Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Population in the age group 0-6 Male,Population in the age group 0-6 Female,Scheduled Castes population Person,Scheduled Castes population Male,Scheduled Castes population Female,Scheduled Tribes population Person,Scheduled Tribes population Male,Scheduled Tribes population Female,Literates Population Person,Literates Population Male,Literates Population Female,Illiterate Persons,Illiterate Male,Illiterate Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Working Population Person,Main Working Population Male,Main Working Population Female,Main Cultivator Population Person,Main Cultivator Population Male,Main Cultivator Population Female,Main Agricultural Labourers Population Person,Main Agricultural Labourers Population Male,Main Agricultural Labourers Population Female,Main Household Industries Population Person,Main Household Industries Population Male,Main Household Industries Population Female,Main Other Workers Population Person,Main Other Workers Population Male,Main Other Workers Population Female,Marginal Worker Population Person,Marginal Worker Population Male,Marginal Worker Population Female,Marginal Cultivator Population Person,Marginal Cultivator Population Male,Marginal Cultivator Population Female,Marginal Agriculture Labourers Population Person,Marginal Agriculture Labourers Population Male,Marginal Agriculture Labourers Population Female,Marginal Household Industries Population Person,Marginal Household Industries Population Male,Marginal Household Industries Population Female,Marginal Other Workers Population Person,Marginal Other Workers Population Male,Marginal Other Workers Population Female,Marginal Worker Population 3_6 Person,Marginal Worker Population 3_6 Male,Marginal Worker Population 3_6 Female,Marginal Cultivator Population 3_6 Person,Marginal Cultivator Population 3_6 Male,Marginal Cultivator Population 3_6 Female,Marginal Agriculture Labourers Population 3_6 Person,Marginal Agriculture Labourers Population 3_6 Male,Marginal Agriculture Labourers Population 3_6 Female,Marginal Household Industries Population 3_6 Person,Marginal Household Industries Population 3_6 Male,Marginal Household Industries Population 3-6 Female,Marginal Other Workers Population Person 3_6 Person,Marginal Other Workers Population Person 3_6 Male,Marginal Other Workers Population Person 3_6 Female,Marginal Worker Population 0_3 Person,Marginal Worker Population 0_3 Male,Marginal Worker Population 0_3_Female,Marginal Cultivator Population 0_3 Person,Marginal Cultivator Population 0_3 Male,Marginal Cultivator Population 0_3_Female,Marginal Agriculture Labourers Population 0_3 Person,Marginal Agriculture Labourers Population 0_3 Male,Marginal Agriculture Labourers Population 0_3 Female,Marginal Household Industries Population 0_3 Person,Marginal Household Industries Population 0_3 Male,Marginal Household Industries Population 0_3 Female,Marginal Other Workers Population 0_3 Person,Marginal Other Workers Population 0_3 Male,Marginal Other Workers Population 0_3 Female,Non Working Population Person,Non Working Population Male,Non Working Population Female
33,632,0370,644420,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Pillaiappampalayam,Rural,893,3233,1617,1616,313,158,155,1505,750,755,0,0,0,1883,1046,837,1350,571,779,1718,1069,649,1707,1063,644,126,107,19,831,441,390,18,14,4,732,501,231,11,6,5,0,0,0,3,0,3,0,0,0,8,6,2,8,4,4,0,0,0,2,0,2,0,0,0,6,4,2,3,2,1,0,0,0,1,0,1,0,0,0,2,2,0,1515,548,967
33,632,0370,644421,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kariampalayam,Rural,1232,4498,2264,2234,443,223,220,1141,567,574,0,0,0,2839,1595,1244,1659,669,990,2263,1498,765,1939,1350,589,172,136,36,359,195,164,356,256,100,1052,763,289,324,148,176,68,30,38,156,60,96,2,1,1,98,57,41,301,140,161,57,26,31,153,60,93,2,1,1,89,53,36,23,8,15,11,4,7,3,0,3,0,0,0,9,4,5,2235,766,1469
33,632,0370,644422,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kuppepalayam,Rural,779,2784,1424,1360,243,123,120,543,282,261,1,1,0,1642,936,706,1142,488,654,1476,945,531,1423,922,501,379,230,149,360,204,156,5,3,2,679,485,194,53,23,30,6,2,4,25,8,17,0,0,0,22,13,9,37,17,20,2,1,1,19,6,13,0,0,0,16,10,6,16,6,10,4,1,3,6,2,4,0,0,0,6,3,3,1308,479,829
33,632,0370,644423,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kattampatti,Rural,1664,5859,2919,2940,599,303,296,790,402,388,4,2,2,4237,2270,1967,1622,649,973,2753,1891,862,2529,1817,712,222,161,61,524,314,210,47,32,15,1736,1310,426,224,74,150,7,1,6,74,20,54,9,1,8,134,52,82,198,65,133,5,0,5,67,19,48,6,1,5,120,45,75,26,9,17,2,1,1,7,1,6,3,0,3,14,7,7,3106,1028,2078
33,632,0370,644424,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kunnathur,Rural,1160,4281,2157,2124,368,178,190,837,414,423,0,0,0,3109,1741,1368,1172,416,756,2372,1461,911,1828,1286,542,168,108,60,201,125,76,105,34,71,1354,1019,335,544,175,369,23,11,12,77,20,57,25,8,17,419,136,283,534,171,363,23,11,12,76,20,56,24,8,16,411,132,279,10,4,6,0,0,0,1,0,1,1,0,1,8,4,4,1909,696,1213
33,632,0370,644425,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Masagoundenchettipalayam,Rural,2762,9616,4805,4811,817,420,397,2791,1424,1367,0,0,0,6218,3483,2735,3398,1322,2076,4661,3051,1610,4284,2867,1417,516,352,164,1690,939,751,78,49,29,2000,1527,473,377,184,193,20,6,14,255,108,147,9,7,2,93,63,30,350,178,172,19,6,13,239,106,133,7,5,2,85,61,24,27,6,21,1,0,1,16,2,14,2,2,0,8,2,6,4955,1754,3201
33,632,0370,644426,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Pachapalayam,Rural,683,2359,1191,1168,208,104,104,703,360,343,0,0,0,1516,867,649,843,324,519,1255,808,447,1186,780,406,194,125,69,363,168,195,34,25,9,595,462,133,69,28,41,2,2,0,29,5,24,3,3,0,35,18,17,35,12,23,2,2,0,18,2,16,2,2,0,13,6,7,34,16,18,0,0,0,11,3,8,1,1,0,22,12,10,1104,383,721
33,632,0370,644427,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Naranapuram,Rural,600,2111,1049,1062,172,89,83,537,259,278,0,0,0,1419,780,639,692,269,423,1314,767,547,915,572,343,136,93,43,185,94,91,96,71,25,498,314,184,399,195,204,32,17,15,4,2,2,79,38,41,284,138,146,390,192,198,31,17,14,4,2,2,76,37,39,279,136,143,9,3,6,1,0,1,0,0,0,3,1,2,5,2,3,797,282,515
33,632,0371,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Sulur,Total,33594,116324,58778,57546,12092,6160,5932,19732,9868,9864,79,44,35,84161,45889,38272,32163,12889,19274,56007,37686,18321,49768,34703,15065,3025,2011,1014,3894,1975,1919,1642,1052,590,41207,29665,11542,6239,2983,3256,300,125,175,1111,491,620,282,92,190,4546,2275,2271,5519,2734,2785,272,114,158,982,460,522,222,71,151,4043,2089,1954,720,249,471,28,11,17,129,31,98,60,21,39,503,186,317,60317,21092,39225
33,632,0371,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Sulur,Rural,14772,51108,25864,25244,5009,2583,2426,9774,4901,4873,48,25,23,36331,19897,16434,14777,5967,8810,25101,16596,8505,21897,15060,6837,2306,1495,811,2903,1462,1441,1056,712,344,15632,11391,4241,3204,1536,1668,190,72,118,681,300,381,168,40,128,2165,1124,1041,2874,1435,1439,166,64,102,606,283,323,130,25,105,1972,1063,909,330,101,229,24,8,16,75,17,58,38,15,23,193,61,132,26007,9268,16739
33,632,0371,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Sulur,Urban,18822,65216,32914,32302,7083,3577,3506,9958,4967,4991,31,19,12,47830,25992,21838,17386,6922,10464,30906,21090,9816,27871,19643,8228,719,516,203,991,513,478,586,340,246,25575,18274,7301,3035,1447,1588,110,53,57,430,191,239,114,52,62,2381,1151,1230,2645,1299,1346,106,50,56,376,177,199,92,46,46,2071,1026,1045,390,148,242,4,3,1,54,14,40,22,6,16,310,125,185,34310,11824,22486
33,632,0371,644370,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Paduvampalli,Rural,1293,4443,2189,2254,400,193,207,1349,653,696,0,0,0,2771,1522,1249,1672,667,1005,2391,1492,899,2185,1414,771,275,188,87,510,258,252,164,112,52,1236,856,380,206,78,128,13,7,6,40,10,30,10,0,10,143,61,82,169,69,100,9,5,4,30,8,22,7,0,7,123,56,67,37,9,28,4,2,2,10,2,8,3,0,3,20,5,15,2052,697,1355
33,632,0371,644371,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kaduvettipalayam,Rural,938,3219,1565,1654,340,165,175,625,297,328,0,0,0,2042,1115,927,1177,450,727,1823,1052,771,1785,1045,740,388,208,180,261,117,144,106,61,45,1030,659,371,38,7,31,3,0,3,10,2,8,9,1,8,16,4,12,22,4,18,2,0,2,4,0,4,6,0,6,10,4,6,16,3,13,1,0,1,6,2,4,3,1,2,6,0,6,1396,513,883
33,632,0371,644372,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kittampalayam,Rural,1240,4362,2175,2187,442,228,214,785,376,409,6,3,3,2967,1616,1351,1395,559,836,2368,1430,938,2152,1356,796,185,105,80,306,145,161,181,101,80,1480,1005,475,216,74,142,40,12,28,47,15,32,17,2,15,112,45,67,185,64,121,40,12,28,31,11,20,13,1,12,101,40,61,31,10,21,0,0,0,16,4,12,4,1,3,11,5,6,1994,745,1249
33,632,0371,644373,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Semmandampalayam,Rural,1718,5970,2954,3016,601,305,296,1339,670,669,0,0,0,4114,2195,1919,1856,759,1097,2833,1861,972,2684,1793,891,382,226,156,459,256,203,83,56,27,1760,1255,505,149,68,81,13,6,7,12,6,6,1,0,1,123,56,67,137,65,72,11,5,6,12,6,6,0,0,0,114,54,60,12,3,9,2,1,1,0,0,0,1,0,1,9,2,7,3137,1093,2044
33,632,0371,644374,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Mylampatti,Rural,829,2823,1440,1383,291,148,143,597,302,295,0,0,0,2004,1106,898,819,334,485,1364,939,425,957,678,279,144,107,37,9,5,4,31,19,12,773,547,226,407,261,146,5,2,3,196,154,42,19,8,11,187,97,90,364,245,119,3,1,2,194,152,42,4,1,3,163,91,72,43,16,27,2,1,1,2,2,0,15,7,8,24,6,18,1459,501,958
33,632,0371,644375,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Rasipalayam,Rural,1364,4407,2208,2199,415,200,215,702,351,351,0,0,0,3164,1757,1407,1243,451,792,2016,1404,612,1735,1288,447,126,99,27,121,65,56,64,43,21,1424,1081,343,281,116,165,5,4,1,81,19,62,21,2,19,174,91,83,243,107,136,4,3,1,68,18,50,19,2,17,152,84,68,38,9,29,1,1,0,13,1,12,2,0,2,22,7,15,2391,804,1587
33,632,0371,644376,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kadampadi,Rural,2370,8147,4131,4016,760,417,343,1747,926,821,13,7,6,5913,3184,2729,2234,947,1287,3832,2536,1296,3397,2320,1077,273,191,82,369,176,193,176,150,26,2579,1803,776,435,216,219,19,8,11,53,17,36,8,3,5,355,188,167,412,211,201,16,8,8,43,15,28,5,0,5,348,188,160,23,5,18,3,0,3,10,2,8,3,3,0,7,0,7,4315,1595,2720
33,632,0371,644377,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kangayampalayam,Rural,2247,8251,4394,3857,921,470,451,1163,570,593,5,2,3,6485,3643,2842,1766,751,1015,3493,2748,745,2753,2337,416,112,84,28,46,25,21,82,68,14,2513,2160,353,740,411,329,26,11,15,60,23,37,40,15,25,614,362,252,679,389,290,24,11,13,54,21,33,38,14,24,563,343,220,61,22,39,2,0,2,6,2,4,2,1,1,51,19,32,4758,1646,3112
33,632,0371,644379,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kalangal,Rural,1639,5590,2853,2737,500,272,228,784,400,384,0,0,0,3889,2158,1731,1701,695,1006,3112,1893,1219,2784,1806,978,243,148,95,639,332,307,39,16,23,1863,1310,553,328,87,241,32,6,26,101,13,88,29,3,26,166,65,101,301,81,220,26,3,23,100,13,87,27,3,24,148,62,86,27,6,21,6,3,3,1,0,1,2,0,2,18,3,15,2478,960,1518
33,632,0371,644380,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Peedampalli,Rural,1134,3896,1955,1941,339,185,154,683,356,327,24,13,11,2982,1601,1381,914,354,560,1869,1241,628,1465,1023,442,178,139,39,183,83,100,130,86,44,974,715,259,404,218,186,34,16,18,81,41,40,14,6,8,275,155,120,362,200,162,31,16,15,70,39,31,11,4,7,250,141,109,42,18,24,3,0,3,11,2,9,3,2,1,25,14,11,2027,714,1313
33,632,0371,644400,0000,000000,TAMIL NADU,Coimbatore,TOWN,Kaniyur (CT),Urban,3444,12011,6028,5983,1341,667,674,1763,864,899,2,1,1,8648,4728,3920,3363,1300,2063,5650,3814,1836,5268,3649,1619,121,100,21,137,78,59,191,123,68,4819,3348,1471,382,165,217,12,6,6,143,45,98,10,5,5,217,109,108,361,158,203,11,5,6,142,44,98,7,3,4,201,106,95,21,7,14,1,1,0,1,1,0,3,2,1,16,3,13,6361,2214,4147
33,632,0371,644401,0000,000000,TAMIL NADU,Coimbatore,TOWN,Arasur (CT),Urban,3306,11510,5798,5712,1343,706,637,1576,815,761,4,2,2,8477,4539,3938,3033,1259,1774,5136,3632,1504,4701,3423,1278,221,139,82,159,86,73,85,54,31,4236,3144,1092,435,209,226,25,6,19,53,22,31,11,6,5,346,175,171,371,186,185,25,6,19,39,18,21,10,6,4,297,156,141,64,23,41,0,0,0,14,4,10,1,0,1,49,19,30,6374,2166,4208
33,632,0371,644402,0000,000000,TAMIL NADU,Coimbatore,TOWN,K.Madapur (CT),Urban,1637,5626,2832,2794,554,291,263,1674,828,846,0,0,0,3790,2117,1673,1836,715,1121,2982,1897,1085,2780,1814,966,88,64,24,217,87,130,47,22,25,2428,1641,787,202,83,119,5,1,4,18,5,13,3,1,2,176,76,100,182,76,106,4,1,3,17,5,12,3,1,2,158,69,89,20,7,13,1,0,1,1,0,1,0,0,0,18,7,11,2644,935,1709
33,632,0371,644403,0000,000000,TAMIL NADU,Coimbatore,TOWN,Muthugoundam Pudur (CT),Urban,3011,10259,5274,4985,1137,566,571,1702,837,865,15,9,6,7421,4117,3304,2838,1157,1681,4838,3429,1409,4372,3179,1193,64,47,17,264,137,127,60,24,36,3984,2971,1013,466,250,216,17,10,7,57,28,29,18,9,9,374,203,171,385,210,175,17,10,7,42,22,20,15,8,7,311,170,141,81,40,41,0,0,0,15,6,9,3,1,2,63,33,30,5421,1845,3576
33,632,0371,644404,0000,000000,TAMIL NADU,Coimbatore,TOWN,Neelambur (CT),Urban,2471,8382,4109,4273,900,436,464,1568,778,790,7,5,2,5875,3155,2720,2507,954,1553,3926,2673,1253,3718,2599,1119,65,55,10,131,64,67,72,37,35,3450,2443,1007,208,74,134,0,0,0,19,3,16,10,3,7,179,68,111,121,56,65,0,0,0,7,1,6,7,3,4,107,52,55,87,18,69,0,0,0,12,2,10,3,0,3,72,16,56,4456,1436,3020
33,632,0371,644405,0000,000000,TAMIL NADU,Coimbatore,TOWN,Chinniam palayam (CT),Urban,2349,8232,4192,4040,944,465,479,441,216,225,3,2,1,6380,3441,2939,1852,751,1101,3972,2705,1267,3436,2446,990,39,27,12,18,13,5,49,23,26,3330,2383,947,536,259,277,17,7,10,11,3,8,10,2,8,498,247,251,462,224,238,17,7,10,8,2,6,7,1,6,430,214,216,74,35,39,0,0,0,3,1,2,3,1,2,68,33,35,4260,1487,2773
33,632,0371,644406,0000,000000,TAMIL NADU,Coimbatore,TOWN,Pattanam (CT),Urban,2604,9196,4681,4515,864,446,418,1234,629,605,0,0,0,7239,3895,3344,1957,786,1171,4402,2940,1462,3596,2533,1063,121,84,37,65,48,17,82,57,25,3328,2344,984,806,407,399,34,23,11,129,85,44,52,26,26,591,273,318,763,389,374,32,21,11,121,85,36,43,24,19,567,259,308,43,18,25,2,2,0,8,0,8,9,2,7,24,14,10,4794,1741,3053
33,632,0372,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Sulthanpet,Total,22922,77364,38639,38725,5957,3022,2935,17903,8885,9018,13,9,4,51363,28491,22872,26001,10148,15853,44842,26361,18481,41057,24806,16251,9593,5820,3773,14705,7530,7175,3164,1722,1442,13595,9734,3861,3785,1555,2230,348,158,190,1382,501,881,301,104,197,1754,792,962,3319,1388,1931,305,139,166,1157,430,727,265,93,172,1592,726,866,466,167,299,43,19,24,225,71,154,36,11,25,162,66,96,32522,12278,20244
33,632,0372,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Sulthanpet,Rural,22922,77364,38639,38725,5957,3022,2935,17903,8885,9018,13,9,4,51363,28491,22872,26001,10148,15853,44842,26361,18481,41057,24806,16251,9593,5820,3773,14705,7530,7175,3164,1722,1442,13595,9734,3861,3785,1555,2230,348,158,190,1382,501,881,301,104,197,1754,792,962,3319,1388,1931,305,139,166,1157,430,727,265,93,172,1592,726,866,466,167,299,43,19,24,225,71,154,36,11,25,162,66,96,32522,12278,20244
33,632,0372,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Sulthanpet,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,632,0372,644378,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Appanaickenpatti,Rural,1121,3992,1998,1994,337,170,167,947,478,469,0,0,0,2665,1413,1252,1327,585,742,2199,1285,914,2006,1197,809,115,81,34,430,206,224,45,26,19,1416,884,532,193,88,105,10,4,6,26,10,16,8,2,6,149,72,77,160,68,92,9,3,6,25,9,16,5,1,4,121,55,66,33,20,13,1,1,0,1,1,0,3,1,2,28,17,11,1793,713,1080
33,632,0372,644381,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kallapalayam,Rural,860,3066,1581,1485,253,130,123,686,346,340,4,3,1,2350,1293,1057,716,288,428,1547,979,568,1522,961,561,362,214,148,454,227,227,44,31,13,662,489,173,25,18,7,1,0,1,4,2,2,0,0,0,20,16,4,24,17,7,1,0,1,4,2,2,0,0,0,19,15,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1519,602,917
33,632,0372,644382,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Pappampatti,Rural,1172,4143,2052,2091,415,196,219,961,455,506,0,0,0,2865,1524,1341,1278,528,750,1977,1341,636,1761,1262,499,143,95,48,383,225,158,75,48,27,1160,894,266,216,79,137,4,2,2,79,38,41,7,4,3,126,35,91,198,76,122,4,2,2,74,37,37,7,4,3,113,33,80,18,3,15,0,0,0,5,1,4,0,0,0,13,2,11,2166,711,1455
33,632,0372,644383,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Edayapalayam,Rural,667,2251,1130,1121,193,98,95,269,128,141,4,3,1,1659,930,729,592,200,392,1150,748,402,977,676,301,200,153,47,178,54,124,43,28,15,556,441,115,173,72,101,9,7,2,89,28,61,23,11,12,52,26,26,157,65,92,9,7,2,84,26,58,22,11,11,42,21,21,16,7,9,0,0,0,5,2,3,1,0,1,10,5,5,1101,382,719
33,632,0372,644384,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Sellakkarichal,Rural,1863,6209,3109,3100,443,205,238,1610,804,806,0,0,0,4368,2447,1921,1841,662,1179,3200,2034,1166,2662,1768,894,403,286,117,1024,528,496,138,98,40,1097,856,241,538,266,272,29,12,17,183,78,105,110,54,56,216,122,94,433,231,202,23,11,12,137,66,71,99,54,45,174,100,74,105,35,70,6,1,5,46,12,34,11,0,11,42,22,20,3009,1075,1934
33,632,0372,644385,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Vadambacheri,Rural,2391,8252,4129,4123,661,344,317,1567,764,803,2,1,1,5682,3142,2540,2570,987,1583,5064,2847,2217,4754,2698,2056,651,384,267,681,344,337,1796,921,875,1626,1049,577,310,149,161,31,17,14,70,32,38,39,12,27,170,88,82,302,144,158,29,15,14,68,31,37,38,11,27,167,87,80,8,5,3,2,2,0,2,1,1,1,1,0,3,1,2,3188,1282,1906
33,632,0372,644386,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Varapatti,Rural,2315,7644,3790,3854,613,313,300,2031,1019,1012,3,2,1,5161,2813,2348,2483,977,1506,4485,2639,1846,3837,2365,1472,846,482,364,1258,640,618,186,102,84,1547,1141,406,648,274,374,64,29,35,165,58,107,25,7,18,394,180,214,596,253,343,50,21,29,150,55,95,17,3,14,379,174,205,52,21,31,14,8,6,15,3,12,8,4,4,15,6,9,3159,1151,2008
33,632,0372,644387,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Vadavalli,Rural,955,3171,1567,1604,244,128,116,822,413,409,0,0,0,2010,1093,917,1161,474,687,1894,1111,783,1858,1095,763,289,180,109,1113,634,479,155,75,80,301,206,95,36,16,20,4,1,3,24,12,12,3,1,2,5,2,3,34,15,19,4,1,3,24,12,12,1,0,1,5,2,3,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,1277,456,821
33,632,0372,644388,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Bogampatti,Rural,686,2415,1254,1161,155,85,70,170,87,83,0,0,0,1515,905,610,900,349,551,1165,813,352,985,731,254,470,352,118,278,174,104,14,11,3,223,194,29,180,82,98,30,13,17,30,11,19,3,2,1,117,56,61,162,77,85,28,12,16,27,11,16,2,1,1,105,53,52,18,5,13,2,1,1,3,0,3,1,1,0,12,3,9,1250,441,809
33,632,0372,644389,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Pachapalayam,Rural,842,2933,1488,1445,271,141,130,556,278,278,0,0,0,1754,1003,751,1179,485,694,1627,981,646,1466,921,545,491,285,206,177,97,80,19,9,10,779,530,249,161,60,101,23,10,13,59,15,44,1,0,1,78,35,43,160,59,101,22,9,13,59,15,44,1,0,1,78,35,43,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1306,507,799
33,632,0372,644390,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Poorandampalayam,Rural,933,3135,1554,1581,221,120,101,850,420,430,0,0,0,2131,1165,966,1004,389,615,1852,1089,763,1831,1082,749,477,292,185,989,508,481,14,11,3,351,271,80,21,7,14,1,0,1,12,1,11,0,0,0,8,6,2,21,7,14,1,0,1,12,1,11,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,465,818
33,632,0372,644391,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kumarapalayam,Rural,1328,4612,2290,2322,345,183,162,906,468,438,0,0,0,3122,1712,1410,1490,578,912,2706,1559,1147,2655,1537,1118,640,369,271,1204,623,581,91,42,49,720,503,217,51,22,29,15,8,7,15,5,10,3,1,2,18,8,10,48,22,26,13,8,5,15,5,10,3,1,2,17,8,9,3,0,3,2,0,2,0,0,0,0,0,0,1,0,1,1906,731,1175
33,632,0372,644392,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Vadavedampatti,Rural,749,2368,1158,1210,176,88,88,678,333,345,0,0,0,1451,802,649,917,356,561,1349,817,532,1084,722,362,335,169,166,318,181,137,58,41,17,373,331,42,265,95,170,3,0,3,193,55,138,6,2,4,63,38,25,180,65,115,3,0,3,115,27,88,6,2,4,56,36,20,85,30,55,0,0,0,78,28,50,0,0,0,7,2,5,1019,341,678
33,632,0372,644393,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kammalapatti,Rural,777,2654,1320,1334,174,96,78,678,341,337,0,0,0,1656,935,721,998,385,613,1573,908,665,1463,881,582,387,253,134,689,366,323,19,15,4,368,247,121,110,27,83,12,2,10,26,3,23,9,1,8,63,21,42,99,24,75,12,2,10,25,3,22,9,1,8,53,18,35,11,3,8,0,0,0,1,0,1,0,0,0,10,3,7,1081,412,669
33,632,0372,644394,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Jallipatti,Rural,725,2310,1151,1159,153,76,77,459,226,233,0,0,0,1533,864,669,777,287,490,1477,804,673,1244,723,521,354,237,117,668,314,354,10,2,8,212,170,42,233,81,152,9,4,5,126,51,75,6,2,4,92,24,68,229,79,150,7,3,4,124,50,74,6,2,4,92,24,68,4,2,2,2,1,1,2,1,1,0,0,0,0,0,0,833,347,486
33,632,0372,644395,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Senjeriputhur,Rural,1265,4165,2122,2043,273,155,118,1351,681,670,0,0,0,2570,1473,1097,1595,649,946,2907,1549,1358,2790,1506,1284,943,519,424,1229,587,642,36,20,16,582,380,202,117,43,74,15,8,7,41,14,27,1,0,1,60,21,39,110,42,68,15,8,7,37,13,24,1,0,1,57,21,36,7,1,6,0,0,0,4,1,3,0,0,0,3,0,3,1258,573,685
33,632,0372,644396,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Senjeri Ayyampalayam,Rural,913,2851,1410,1441,183,85,98,576,295,281,0,0,0,1752,1019,733,1099,391,708,1832,996,836,1709,946,763,514,293,221,606,260,346,233,134,99,356,259,97,123,50,73,32,28,4,14,6,8,42,2,40,35,14,21,118,48,70,32,28,4,11,5,6,42,2,40,33,13,20,5,2,3,0,0,0,3,1,2,0,0,0,2,1,1,1019,414,605
33,632,0372,644397,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Malaipalayam,Rural,1232,4208,2100,2108,314,146,168,875,428,447,0,0,0,2737,1520,1217,1471,580,891,2591,1466,1125,2361,1399,962,654,398,256,955,486,469,95,48,47,657,467,190,230,67,163,33,5,28,134,43,91,11,2,9,52,17,35,196,60,136,31,4,27,116,40,76,5,0,5,44,16,28,34,7,27,2,1,1,18,3,15,6,2,4,8,1,7,1617,634,983
33,632,0372,644398,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Thalakkarai,Rural,670,2234,1112,1122,170,89,81,689,339,350,0,0,0,1396,781,615,838,331,507,1412,772,640,1393,764,629,431,239,192,810,427,383,18,11,7,134,87,47,19,8,11,2,0,2,4,2,2,1,0,1,12,6,6,17,7,10,1,0,1,3,1,2,1,0,1,12,6,6,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,822,340,482
33,632,0372,644399,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,J.Krishnapuram,Rural,1458,4751,2324,2427,363,174,189,1222,582,640,0,0,0,2986,1657,1329,1765,667,1098,2835,1623,1212,2699,1572,1127,888,539,349,1261,649,612,75,49,26,475,335,140,136,51,85,21,8,13,88,37,51,3,1,2,24,5,19,75,29,46,11,5,6,47,21,26,0,0,0,17,3,14,61,22,39,10,3,7,41,16,25,3,1,2,7,2,5,1916,701,1215
33,632,9999,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Not under Any CD Block,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,632,9999,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Not under Any CD Block,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
