State/UTs_Code,District_Code,CD Block_Code,Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Population in the age group 0-6 Male,Population in the age group 0-6 Female,Scheduled Castes population Person,Scheduled Castes population Male,Scheduled Castes population Female,Scheduled Tribes population Person,Scheduled Tribes population Male,Scheduled Tribes population Female,Literates Population Person,Literates Population Male,Literates Population Female,Illiterate Persons,Illiterate Male,Illiterate Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Working Population Person,Main Working Population Male,Main Working Population Female,Main Cultivator Population Person,Main Cultivator Population Male,Main Cultivator Population Female,Main Agricultural Labourers Population Person,Main Agricultural Labourers Population Male,Main Agricultural Labourers Population Female,Main Household Industries Population Person,Main Household Industries Population Male,Main Household Industries Population Female,Main Other Workers Population Person,Main Other Workers Population Male,Main Other Workers Population Female,Marginal Worker Population Person,Marginal Worker Population Male,Marginal Worker Population Female,Marginal Cultivator Population Person,Marginal Cultivator Population Male,Marginal Cultivator Population Female,Marginal Agriculture Labourers Population Person,Marginal Agriculture Labourers Population Male,Marginal Agriculture Labourers Population Female,Marginal Household Industries Population Person,Marginal Household Industries Population Male,Marginal Household Industries Population Female,Marginal Other Workers Population Person,Marginal Other Workers Population Male,Marginal Other Workers Population Female,Marginal Worker Population 3_6 Person,Marginal Worker Population 3_6 Male,Marginal Worker Population 3_6 Female,Marginal Cultivator Population 3_6 Person,Marginal Cultivator Population 3_6 Male,Marginal Cultivator Population 3_6 Female,Marginal Agriculture Labourers Population 3_6 Person,Marginal Agriculture Labourers Population 3_6 Male,Marginal Agriculture Labourers Population 3_6 Female,Marginal Household Industries Population 3_6 Person,Marginal Household Industries Population 3_6 Male,Marginal Household Industries Population 3-6 Female,Marginal Other Workers Population Person 3_6 Person,Marginal Other Workers Population Person 3_6 Male,Marginal Other Workers Population Person 3_6 Female,Marginal Worker Population 0_3 Person,Marginal Worker Population 0_3 Male,Marginal Worker Population 0_3_Female,Marginal Cultivator Population 0_3 Person,Marginal Cultivator Population 0_3 Male,Marginal Cultivator Population 0_3_Female,Marginal Agriculture Labourers Population 0_3 Person,Marginal Agriculture Labourers Population 0_3 Male,Marginal Agriculture Labourers Population 0_3 Female,Marginal Household Industries Population 0_3 Person,Marginal Household Industries Population 0_3 Male,Marginal Household Industries Population 0_3 Female,Marginal Other Workers Population 0_3 Person,Marginal Other Workers Population 0_3 Male,Marginal Other Workers Population 0_3 Female,Non Working Population Person,Non Working Population Male,Non Working Population Female
33,632,0368,644545,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kumarapalayam,Rural,199,653,318,335,47,21,26,217,115,102,0,0,0,372,205,167,281,113,168,417,218,199,415,218,197,33,15,18,194,85,109,26,10,16,162,108,54,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,236,100,136
33,632,0368,644546,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Manur,Rural,759,2682,1336,1346,215,112,103,556,288,268,4,3,1,1703,939,764,979,397,582,1529,898,631,1379,868,511,210,152,58,655,344,311,18,15,3,496,357,139,150,30,120,2,0,2,116,17,99,7,4,3,25,9,16,143,25,118,2,0,2,115,16,99,5,2,3,21,7,14,7,5,2,0,0,0,1,1,0,2,2,0,4,2,2,1153,438,715
33,632,0368,644547,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Thimmanguthu,Rural,740,2393,1179,1214,155,71,84,411,196,215,225,113,112,1628,894,734,765,285,480,1317,836,481,1293,825,468,68,60,8,670,333,337,12,5,7,543,427,116,24,11,13,4,2,2,6,3,3,0,0,0,14,6,8,22,9,13,3,1,2,6,3,3,0,0,0,13,5,8,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,1076,343,733
33,632,0368,644548,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Rasichettipalayam,Rural,193,688,332,356,59,29,30,283,135,148,0,0,0,361,193,168,327,139,188,419,225,194,419,225,194,1,0,1,301,144,157,24,17,7,93,64,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,107,162
33,632,0368,644549,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Bodipalayam,Rural,443,1484,728,756,120,55,65,459,223,236,0,0,0,931,519,412,553,209,344,817,483,334,814,481,333,8,7,1,397,168,229,20,11,9,389,295,94,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,667,245,422
33,632,0368,644551,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Thippampatti,Rural,1220,4315,2108,2207,432,224,208,1304,641,663,3,2,1,2699,1451,1248,1616,657,959,2246,1355,891,2054,1291,763,82,44,38,542,264,278,107,51,56,1323,932,391,192,64,128,8,4,4,98,18,80,8,5,3,78,37,41,168,61,107,7,4,3,83,17,66,5,4,1,73,36,37,24,3,21,1,0,1,15,1,14,3,1,2,5,1,4,2069,753,1316
33,632,0368,644562,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kulathur,Rural,108,389,196,193,32,18,14,0,0,0,0,0,0,305,165,140,84,31,53,191,152,39,178,146,32,11,11,0,21,13,8,0,0,0,146,122,24,13,6,7,1,1,0,1,1,0,1,1,0,10,3,7,13,6,7,1,1,0,1,1,0,1,1,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,44,154
33,632,0368,644563,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Servaikaranpalayam,Rural,257,907,440,467,71,40,31,433,209,224,0,0,0,576,303,273,331,137,194,525,312,213,448,296,152,6,4,2,216,122,94,0,0,0,226,170,56,77,16,61,1,0,1,52,8,44,1,0,1,23,8,15,76,15,61,1,0,1,52,8,44,1,0,1,22,7,15,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,382,128,254
33,632,0368,644592,0000,000000,TAMIL NADU,Coimbatore,TOWN,Achipatti (CT),Urban,2746,9849,4876,4973,758,375,383,1357,661,696,5,3,2,8230,4267,3963,1619,609,1010,3953,2923,1030,3616,2777,839,133,116,17,192,112,80,37,19,18,3254,2530,724,337,146,191,7,2,5,122,47,75,8,2,6,200,95,105,274,132,142,7,2,5,98,43,55,6,2,4,163,85,78,63,14,49,0,0,0,24,4,20,2,0,2,37,10,27,5896,1953,3943
33,632,0369,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Pollachi South,Total,24045,82535,40950,41585,6583,3336,3247,18823,9347,9476,177,88,89,56883,30789,26094,25652,10161,15491,43460,26861,16599,40602,25668,14934,3779,2504,1275,14085,7142,6943,1427,805,622,21311,15217,6094,2858,1193,1665,127,53,74,1185,428,757,104,27,77,1442,685,757,2464,1053,1411,107,48,59,1055,394,661,88,24,64,1214,587,627,394,140,254,20,5,15,130,34,96,16,3,13,228,98,130,39075,14089,24986
33,632,0369,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Pollachi South,Rural,19290,65706,32644,33062,5222,2657,2565,16345,8101,8244,160,80,80,43177,23659,19518,22529,8985,13544,36576,21883,14693,33917,20785,13132,3610,2368,1242,13744,6989,6755,1259,729,530,15304,10699,4605,2659,1098,1561,123,50,73,1171,426,745,97,25,72,1268,597,671,2314,984,1330,103,45,58,1043,392,651,83,22,61,1085,525,560,345,114,231,20,5,15,128,34,94,14,3,11,183,72,111,29130,10761,18369
33,632,0369,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Pollachi South,Urban,4755,16829,8306,8523,1361,679,682,2478,1246,1232,17,8,9,13706,7130,6576,3123,1176,1947,6884,4978,1906,6685,4883,1802,169,136,33,341,153,188,168,76,92,6007,4518,1489,199,95,104,4,3,1,14,2,12,7,2,5,174,88,86,150,69,81,4,3,1,12,2,10,5,2,3,129,62,67,49,26,23,0,0,0,2,0,2,2,0,2,45,26,19,9945,3328,6617
33,632,0369,644541,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Unjavelampatti,Rural,1248,4253,2138,2115,323,143,180,707,351,356,21,11,10,3180,1731,1449,1073,407,666,2073,1410,663,1962,1350,612,171,134,37,331,179,152,18,13,5,1442,1024,418,111,60,51,4,2,2,49,16,33,7,4,3,51,38,13,109,60,49,4,2,2,47,16,31,7,4,3,51,38,13,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2180,728,1452
33,632,0369,644550,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Solapalayam,Rural,612,2081,1008,1073,177,79,98,457,214,243,0,0,0,1350,724,626,731,284,447,1126,684,442,1094,670,424,123,81,42,394,186,208,104,53,51,473,350,123,32,14,18,3,1,2,14,5,9,2,1,1,13,7,6,27,13,14,3,1,2,11,4,7,2,1,1,11,7,4,5,1,4,0,0,0,3,1,2,0,0,0,2,0,2,955,324,631
33,632,0369,644552,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Nallampalli,Rural,641,2359,1214,1145,183,95,88,682,340,342,0,0,0,1463,839,624,896,375,521,1230,798,432,1102,738,364,21,16,5,417,229,188,30,14,16,634,479,155,128,60,68,1,0,1,101,52,49,1,0,1,25,8,17,109,50,59,0,0,0,85,42,43,1,0,1,23,8,15,19,10,9,1,0,1,16,10,6,0,0,0,2,0,2,1129,416,713
33,632,0369,644553,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Seelakkampatti,Rural,444,1561,767,794,147,69,78,381,190,191,0,0,0,1042,569,473,519,198,321,982,527,455,956,519,437,39,27,12,429,205,224,13,7,6,475,280,195,26,8,18,4,1,3,7,2,5,4,1,3,11,4,7,22,7,15,4,1,3,7,2,5,3,1,2,8,3,5,4,1,3,0,0,0,0,0,0,1,0,1,3,1,2,579,240,339
33,632,0369,644554,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Gomangalam,Rural,615,2002,964,1038,172,80,92,743,355,388,0,0,0,1238,668,570,764,296,468,1163,669,494,1010,611,399,209,125,84,584,327,257,22,11,11,195,148,47,153,58,95,19,1,18,109,45,64,0,0,0,25,12,13,139,54,85,17,1,16,100,42,58,0,0,0,22,11,11,14,4,10,2,0,2,9,3,6,0,0,0,3,1,2,839,295,544
33,632,0369,644555,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,S. Malayandipatnam,Rural,587,1956,979,977,131,69,62,460,226,234,0,0,0,1393,763,630,563,216,347,1213,682,531,1096,652,444,96,50,46,461,270,191,12,8,4,527,324,203,117,30,87,5,3,2,12,6,6,0,0,0,100,21,79,113,29,84,5,3,2,12,6,6,0,0,0,96,20,76,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,743,297,446
33,632,0369,644556,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kolarpatti,Rural,819,2703,1346,1357,190,86,104,606,304,302,0,0,0,1724,962,762,979,384,595,1520,937,583,1387,888,499,581,342,239,398,233,165,16,6,10,392,307,85,133,49,84,10,6,4,106,33,73,0,0,0,17,10,7,126,47,79,7,4,3,102,33,69,0,0,0,17,10,7,7,2,5,3,2,1,4,0,4,0,0,0,0,0,0,1183,409,774
33,632,0369,644557,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kanjampatti,Rural,1379,4676,2283,2393,365,170,195,1313,652,661,0,0,0,2864,1540,1324,1812,743,1069,2612,1544,1068,2522,1526,996,122,76,46,1082,542,540,229,161,68,1089,747,342,90,18,72,1,0,1,59,2,57,7,3,4,23,13,10,68,10,58,1,0,1,50,2,48,4,1,3,13,7,6,22,8,14,0,0,0,9,0,9,3,2,1,10,6,4,2064,739,1325
33,632,0369,644558,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Nathukkalpalayam,Rural,395,1334,655,679,101,57,44,534,276,258,0,0,0,813,449,364,521,206,315,738,441,297,702,421,281,6,6,0,535,288,247,13,2,11,148,125,23,36,20,16,0,0,0,36,20,16,0,0,0,0,0,0,36,20,16,0,0,0,36,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,214,382
33,632,0369,644559,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Z. Kottampatti,Rural,2725,9606,4828,4778,820,425,395,2242,1109,1133,11,6,5,6627,3599,3028,2979,1229,1750,4793,3104,1689,4564,3024,1540,136,107,29,1335,668,667,65,36,29,3028,2213,815,229,80,149,4,2,2,95,22,73,9,1,8,121,55,66,179,62,117,4,2,2,66,15,51,7,1,6,102,44,58,50,18,32,0,0,0,29,7,22,2,0,2,19,11,8,4813,1724,3089
33,632,0369,644560,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Naickenpalayam,Rural,744,2684,1257,1427,208,110,98,539,269,270,0,0,0,1882,941,941,802,316,486,1584,845,739,1533,830,703,74,47,27,412,196,216,135,69,66,912,518,394,51,15,36,0,0,0,8,3,5,2,0,2,41,12,29,32,8,24,0,0,0,5,2,3,2,0,2,25,6,19,19,7,12,0,0,0,3,1,2,0,0,0,16,6,10,1100,412,688
33,632,0369,644561,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Ambarampalayam,Rural,1052,3794,1862,1932,409,218,191,666,309,357,35,16,19,2494,1350,1144,1300,512,788,1873,1161,712,1697,1092,605,23,14,9,390,192,198,30,12,18,1254,874,380,176,69,107,2,1,1,14,3,11,6,1,5,154,64,90,118,49,69,2,1,1,8,2,6,4,0,4,104,46,58,58,20,38,0,0,0,6,1,5,2,1,1,50,18,32,1921,701,1220
33,632,0369,644566,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Singanallur,Rural,1012,3550,1782,1768,296,154,142,787,386,401,12,6,6,2256,1251,1005,1294,531,763,1996,1183,813,1971,1169,802,71,56,15,908,469,439,44,31,13,948,613,335,25,14,11,3,3,0,5,2,3,3,2,1,14,7,7,19,12,7,2,2,0,4,2,2,3,2,1,10,6,4,6,2,4,1,1,0,1,0,1,0,0,0,4,1,3,1554,599,955
33,632,0369,644567,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Vekkampalayam,Rural,574,1938,954,984,164,80,84,218,108,110,1,1,0,1320,721,599,618,233,385,1232,670,562,1059,615,444,200,115,85,354,164,190,263,153,110,242,183,59,173,55,118,1,0,1,34,3,31,23,1,22,115,51,64,169,55,114,1,0,1,32,3,29,23,1,22,113,51,62,4,0,4,0,0,0,2,0,2,0,0,0,2,0,2,706,284,422
33,632,0369,644569,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,S. Ponnapuram,Rural,551,1808,933,875,149,86,63,613,319,294,0,0,0,1142,662,480,666,271,395,1093,646,447,1047,622,425,134,81,53,602,313,289,23,12,11,288,216,72,46,24,22,3,1,2,16,5,11,1,1,0,26,17,9,44,24,20,3,1,2,14,5,9,1,1,0,26,17,9,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,715,287,428
33,632,0369,644570,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Palayur,Rural,355,1061,540,521,72,39,33,191,91,100,0,0,0,618,374,244,443,166,277,632,387,245,565,381,184,24,20,4,227,135,92,35,21,14,279,205,74,67,6,61,3,2,1,62,2,60,0,0,0,2,2,0,65,6,59,2,2,0,61,2,59,0,0,0,2,2,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,429,153,276
33,632,0369,644571,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Thenkumarapalayam,Rural,1019,3222,1601,1621,213,113,100,907,456,451,14,5,9,2091,1166,925,1131,435,696,1898,1112,786,1880,1105,775,192,129,63,1023,521,502,40,23,17,625,432,193,18,7,11,0,0,0,3,0,3,1,1,0,14,6,8,17,7,10,0,0,0,2,0,2,1,1,0,14,6,8,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1324,489,835
33,632,0369,644572,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Koolanaickenpatti,Rural,507,1635,817,818,114,58,56,498,255,243,0,0,0,1005,558,447,630,259,371,909,574,335,861,557,304,317,221,96,330,169,161,12,11,1,202,156,46,48,17,31,10,3,7,19,3,16,0,0,0,19,11,8,43,16,27,9,2,7,16,3,13,0,0,0,18,11,7,5,1,4,1,1,0,3,0,3,0,0,0,1,0,1,726,243,483
33,632,0369,644573,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Gomangalampudur,Rural,757,2454,1197,1257,154,81,73,615,305,310,0,0,0,1651,883,768,803,314,489,1301,789,512,983,606,377,187,131,56,505,274,231,18,10,8,273,191,82,318,183,135,1,1,0,90,44,46,11,3,8,216,135,81,309,180,129,1,1,0,89,44,45,10,3,7,209,132,77,9,3,6,0,0,0,1,0,1,1,0,1,7,3,4,1153,408,745
33,632,0369,644574,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Sinjuvadi,Rural,753,2509,1248,1261,222,119,103,1115,563,552,0,0,0,1527,859,668,982,389,593,1512,831,681,1400,794,606,154,120,34,821,379,442,24,11,13,401,284,117,112,37,75,9,1,8,48,12,36,7,2,5,48,22,26,52,17,35,2,1,1,30,7,23,5,2,3,15,7,8,60,20,40,7,0,7,18,5,13,2,0,2,33,15,18,997,417,580
33,632,0369,644575,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,S. Nallur,Rural,693,2359,1212,1147,149,84,65,510,247,263,0,0,0,1526,862,664,833,350,483,1414,807,607,1139,655,484,141,94,47,655,329,326,18,8,10,325,224,101,275,152,123,25,15,10,209,117,92,7,2,5,34,18,16,257,148,109,25,15,10,205,117,88,5,2,3,22,14,8,18,4,14,0,0,0,4,0,4,2,0,2,12,4,8,945,405,540
33,632,0369,644576,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Veeralpatti,Rural,336,1077,546,531,80,39,41,437,220,217,63,33,30,675,384,291,402,162,240,662,378,284,654,377,277,170,111,59,340,169,171,14,9,5,130,88,42,8,1,7,1,0,1,6,0,6,0,0,0,1,1,0,8,1,7,1,0,1,6,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,168,247
33,632,0369,644577,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Dhalavaipalayam,Rural,367,1247,626,621,101,58,43,328,159,169,0,0,0,788,432,356,459,194,265,768,421,347,667,372,295,106,68,38,327,150,177,6,2,4,228,152,76,101,49,52,9,6,3,44,23,21,3,2,1,45,18,27,79,40,39,7,5,2,32,17,15,3,2,1,37,16,21,22,9,13,2,1,1,12,6,6,0,0,0,8,2,6,479,205,274
33,632,0369,644578,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Thondamuthur,Rural,1105,3837,1887,1950,282,145,137,796,397,399,3,2,1,2508,1372,1136,1329,515,814,2252,1283,969,2066,1211,855,313,197,116,884,402,482,75,46,29,794,566,228,186,72,114,5,1,4,25,6,19,3,0,3,153,65,88,174,69,105,3,1,2,23,6,17,2,0,2,146,62,84,12,3,9,2,0,2,2,0,2,1,0,1,7,3,4,1585,604,981
33,632,0369,644593,0000,000000,TAMIL NADU,Coimbatore,TOWN,Chinnampalayam (CT),Urban,2475,8695,4289,4406,642,316,326,874,431,443,13,6,7,7408,3816,3592,1287,473,814,3442,2547,895,3352,2497,855,46,36,10,95,37,58,49,21,28,3162,2403,759,90,50,40,3,2,1,3,0,3,2,0,2,82,48,34,68,32,36,3,2,1,3,0,3,1,0,1,61,30,31,22,18,4,0,0,0,0,0,0,1,0,1,21,18,3,5253,1742,3511
33,632,0369,644594,0000,000000,TAMIL NADU,Coimbatore,TOWN,Makkinampatti (CT),Urban,2280,8134,4017,4117,719,363,356,1604,815,789,4,2,2,6298,3314,2984,1836,703,1133,3442,2431,1011,3333,2386,947,123,100,23,246,116,130,119,55,64,2845,2115,730,109,45,64,1,1,0,11,2,9,5,2,3,92,40,52,82,37,45,1,1,0,9,2,7,4,2,2,68,32,36,27,8,19,0,0,0,2,0,2,1,0,1,24,8,16,4692,1586,3106
33,632,0370,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Annur,Total,25952,92453,46254,46199,8095,4133,3962,25865,12978,12887,36,16,20,59564,33105,26459,32889,13149,19740,49972,31019,18953,45906,29268,16638,8435,5213,3222,14047,7492,6555,2003,1149,854,21421,15414,6007,4066,1751,2315,311,120,191,1607,645,962,208,81,127,1940,905,1035,3575,1540,2035,273,104,169,1428,585,843,186,73,113,1688,778,910,491,211,280,38,16,22,179,60,119,22,8,14,252,127,125,42481,15235,27246
33,632,0370,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Annur,Rural,25952,92453,46254,46199,8095,4133,3962,25865,12978,12887,36,16,20,59564,33105,26459,32889,13149,19740,49972,31019,18953,45906,29268,16638,8435,5213,3222,14047,7492,6555,2003,1149,854,21421,15414,6007,4066,1751,2315,311,120,191,1607,645,962,208,81,127,1940,905,1035,3575,1540,2035,273,104,169,1428,585,843,186,73,113,1688,778,910,491,211,280,38,16,22,179,60,119,22,8,14,252,127,125,42481,15235,27246
33,632,0370,000000,0000,000000,TAMIL NADU,Coimbatore,CD BLOCK,Annur,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,632,0370,644407,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Akkaraisengapalli,Rural,1058,3787,1875,1912,299,151,148,1406,707,699,0,0,0,2294,1263,1031,1493,612,881,2168,1317,851,1953,1233,720,634,435,199,769,416,353,36,24,12,514,358,156,215,84,131,16,4,12,171,62,109,4,3,1,24,15,9,213,83,130,15,4,11,171,62,109,4,3,1,23,14,9,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1619,558,1061
33,632,0370,644408,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kanuvakkarai,Rural,736,2646,1331,1315,203,99,104,1339,663,676,0,0,0,1460,847,613,1186,484,702,1559,915,644,1521,905,616,272,183,89,985,528,457,2,1,1,262,193,69,38,10,28,9,0,9,23,5,18,0,0,0,6,5,1,34,8,26,9,0,9,21,5,16,0,0,0,4,3,1,4,2,2,0,0,0,2,0,2,0,0,0,2,2,0,1087,416,671
33,632,0370,644409,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Ambodi,Rural,979,3531,1784,1747,324,165,159,1486,747,739,0,0,0,2073,1172,901,1458,612,846,1977,1198,779,1919,1166,753,478,283,195,553,317,236,84,41,43,804,525,279,58,32,26,15,7,8,14,8,6,0,0,0,29,17,12,46,27,19,7,4,3,13,7,6,0,0,0,26,16,10,12,5,7,8,3,5,1,1,0,0,0,0,3,1,2,1554,586,968
33,632,0370,644410,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Allapalayam,Rural,615,2189,1111,1078,175,83,92,729,370,359,1,0,1,1416,805,611,773,306,467,1448,794,654,1422,789,633,341,190,151,682,344,338,11,4,7,388,251,137,26,5,21,1,0,1,17,2,15,0,0,0,8,3,5,24,5,19,1,0,1,15,2,13,0,0,0,8,3,5,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,741,317,424
33,632,0370,644411,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Pasur,Rural,888,3219,1575,1644,272,132,140,851,418,433,23,9,14,2000,1117,883,1219,458,761,1669,1064,605,1603,1034,569,299,187,112,381,183,198,14,8,6,909,656,253,66,30,36,10,3,7,17,5,12,5,1,4,34,21,13,49,22,27,10,3,7,15,5,10,3,1,2,21,13,8,17,8,9,0,0,0,2,0,2,2,0,2,13,8,5,1550,511,1039
33,632,0370,644412,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Annur Mettupalayam,Rural,1034,3902,1987,1915,339,201,138,1848,945,903,0,0,0,2379,1352,1027,1523,635,888,2212,1274,938,1976,1155,821,321,182,139,728,346,382,53,16,37,874,611,263,236,119,117,6,2,4,142,65,77,4,1,3,84,51,33,160,86,74,5,1,4,89,46,43,3,1,2,63,38,25,76,33,43,1,1,0,53,19,34,1,0,1,21,13,8,1690,713,977
33,632,0370,644413,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Vadakkalur,Rural,1567,5640,2784,2856,455,215,240,1645,808,837,1,1,0,3703,2092,1611,1937,692,1245,3234,1932,1302,3047,1840,1207,524,292,232,655,354,301,572,322,250,1296,872,424,187,92,95,28,5,23,42,17,25,3,2,1,114,68,46,141,63,78,27,4,23,24,9,15,3,2,1,87,48,39,46,29,17,1,1,0,18,8,10,0,0,0,27,20,7,2406,852,1554
33,632,0370,644414,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Odderpalayam,Rural,2051,7403,3626,3777,701,364,337,1539,755,784,0,0,0,5054,2684,2370,2349,942,1407,3295,2281,1014,3045,2178,867,464,320,144,496,261,235,128,88,40,1957,1509,448,250,103,147,7,5,2,25,10,15,3,0,3,215,88,127,182,86,96,6,4,2,16,8,8,3,0,3,157,74,83,68,17,51,1,1,0,9,2,7,0,0,0,58,14,44,4108,1345,2763
33,632,0370,644415,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kuppanur,Rural,1225,4130,2113,2017,342,175,167,1017,533,484,6,3,3,2477,1406,1071,1653,707,946,2657,1496,1161,2385,1383,1002,674,387,287,773,386,387,67,31,36,871,579,292,272,113,159,9,3,6,184,90,94,14,1,13,65,19,46,247,106,141,9,3,6,182,89,93,14,1,13,42,13,29,25,7,18,0,0,0,2,1,1,0,0,0,23,6,17,1473,617,856
33,632,0370,644416,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Pogalur,Rural,1321,4671,2332,2339,373,197,176,1236,616,620,0,0,0,2874,1599,1275,1797,733,1064,2524,1552,972,2315,1483,832,410,252,158,655,405,250,34,17,17,1216,809,407,209,69,140,20,7,13,76,19,57,13,1,12,100,42,58,173,47,126,16,4,12,57,11,46,13,1,12,87,31,56,36,22,14,4,3,1,19,8,11,0,0,0,13,11,2,2147,780,1367
33,632,0370,644417,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Vadavalli,Rural,1105,3859,1902,1957,285,131,154,938,451,487,0,0,0,2496,1359,1137,1363,543,820,2519,1395,1124,2420,1357,1063,1029,531,498,641,310,331,90,48,42,660,468,192,99,38,61,4,0,4,41,10,31,2,0,2,52,28,24,93,34,59,4,0,4,39,10,29,2,0,2,48,24,24,6,4,2,0,0,0,2,0,2,0,0,0,4,4,0,1340,507,833
33,632,0370,644418,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Karegoundenpalayam,Rural,2084,7531,3796,3735,656,364,292,1803,925,878,0,0,0,5101,2802,2299,2430,994,1436,4001,2513,1488,3667,2325,1342,610,378,232,1389,740,649,106,53,53,1562,1154,408,334,188,146,26,15,11,191,112,79,30,13,17,87,48,39,295,167,128,23,14,9,171,102,69,21,9,12,80,42,38,39,21,18,3,1,2,20,10,10,9,4,5,7,6,1,3530,1283,2247
33,632,0370,644419,0000,000000,TAMIL NADU,Coimbatore,VILLAGE,Kanjappali,Rural,1516,5204,2612,2592,508,258,250,1181,582,599,0,0,0,3374,1889,1485,1830,723,1107,2897,1798,1099,2822,1763,1059,466,281,185,827,422,405,67,12,55,1462,1048,414,75,35,40,2,0,2,41,17,24,3,1,2,29,17,12,65,27,38,2,0,2,37,14,23,3,1,2,23,12,11,10,8,2,0,0,0,4,3,1,0,0,0,6,5,1,2307,814,1493
